fecha,hora,operador,tipo_de_avion,ruta,pasajeros_a_bordo,personal_a_bordo,total_a_bordo,pasajeros_fallecidos,personal_fallecido,ground,total_fallecidos,año,dia,mes,summary
1970-7-03,14:00:00,Reeder Flying Service,Douglas DC-3,"McGrath, Alakska",25,2,27,4,1,0,5,1970,03,7,"Crashed into trees shortly after taking off. The pilot rotated at V2 speed and then reduced power when the copilot raised the landing gear.The right main gear was still on the ground when retracted, causing the propeller to strike the runway surface."
1970-7-03,19:05:00,Dan Air Services,de Havilland Comet 4,"Near Arbucias, Gerona, Spain",105,7,112,105,7,0,112,1970,03,7,"Due to heavy traffic, the flight was diverted from the planned route. The aircraft failed to follow the assigned airway and crashed into a cloud obscured Montseny Mountain while on approach. The deviation from the assigned airway may have been caused by malfunctioning equipment. In addition, the ATC did not realize the aircraft was deviating from its assigned course."
1970-7-05,08:09:00,Air Canada,McDonnell Douglas DC-8-63,"Toronto, Canada",100,9,109,100,9,0,109,1970,05,7,"While attempting to land at Toronto, at approximately 60 feet above the runway, the spoilers were inadvertently deployed causing the aircraft to fall to the runway and lose the No. 4 engine. With the wing on fire, the captain decided to go-around but while circling the plane lost the No. 3 engine and eventually went into a steep dive and crashed. Inadvertent deployment of the spoilers by the first officer while the aircraft was still in the air. Faulty design by allowing the spoiler handle to perform two different unrelated tasks (lift to arm and pull to deploy). After the crash McDonnell Douglas denied there was any design flaw and the FAA decided to issue an Airworthiness Directive requiring a warning placard on all DC8s. After two and possibly three more crashed with the same cause an AD was issued requiring a safety lock be installed."
1970-7-18,17:20:00,Military - Soviet Air Force,Antonov AN-22,North Atlantic Ocean,15,8,23,15,8,0,23,1970,18,7,"Disappeared without a trace while en route with a final destination of Peru, 40 minutes after takeoff. The plane was carrying a field hospital to earthquake stricken Peru."
1970-7-27,11:35:00,Flying Tiger Line,McDonnell Douglas DC-8-63AF,"Tokyo, Japan",0,4,4,0,4,0,4,1970,27,7,Cargo plane. An unarrested rate of descent due to inattention of the crew to instrument altitude references while the pilot was attempting to establish outside visual contact in meteorological conditions which precluded such contact during that segment of a precision radar approach inbound from the Decision Height.
1970-8-03,,Military - United States Navy,Lockheed P-3A Orion,"Near Las Vegas, Nevada",0,10,10,0,10,0,10,1970,03,8,Broke up and crashed after penetrating a thunderstorm 50 miles south of Las Vegas.
1970-8-06,02:17:00,Pakistan International Airlines,Fokker F-27 Friendship 200,"Islamabad, Pakistan",26,4,30,26,4,0,30,1970,06,8,Crashed into terrain after takeoff in thunderstorms and strong winds.
1970-8-09,15:00:00,Lineas Aereas Nacionales SA (Peru),Lockheed 188A Electra,"Near Cuzco, Peru",91,9,100,91,8,2,99,1970,09,8,"The flight crashed shortly after takeoff after the No. 3 engine failed. Procedural error after an emergency occurred. With flaps retracted, the aircraft lost altitude and crashed while in a turn. The improper execution of engine-out procedures by the flight crew with contributing factors of improper loading of the aircraft and improper maintenance procedures by company personnel."
1970-8-12,03:44:00,China Airlines (Taiwan),NAMC YS-11A-219,"Taipei, Taiwan",26,5,31,12,2,0,14,1970,12,8,Crashed on Yuan mountain while on approach to Taipei during a thick fog and thunderstorm activity.
1970-8-26,,Military - U.S. Army,Boeing Vertol CH47B (helicopter),"Near Tam Ky, South Vietnam",,,32,,,0,30,1970,26,8,Shot down by a rocket grenade.
1970-8-29,14:45:00,Indian Airlines,Fokker F-27 Friendship 400,"Near Silchar, India",34,5,39,34,5,0,39,1970,29,8,Crashed in jungled hills shortly after takeoff. The pilot didn't climb to the minimum sector altitude and continued directly to Gauhati.
1970-8-30,,Dutch Continental Airways,Britten-Norman BN-2A Islander,"Haringvreter, Netherlands",9,1,10,2,1,0,3,1970,30,8,Struck trees and crashed on Haringvreter Island. he pilot suffered spatial disorientation after entering a fog bank. The pilot was not IFR qualified.
1970-9-02,15:41:00,Aeroflot,Tupolev Tu-124,"Lihovka, Ukraine",32,5,37,32,5,0,37,1970,02,9,The plane lost control and crashed about 30 minutes after taking off. Cause undetermined.
1970-9-02,,Aeroflot,Tupolev TU-124,"Near Dnepropetrovsk, Ukraine, USSR",,,37,,,0,37,1970,02,9,Crashed while cruising at FL270.
1970-9-03,21:26:00,Aeroflot,Yakovlev YAK-40,"Near Leningrad, USSR",18,3,21,18,3,0,21,1970,03,9,"Crashed into a mountain after the captain descended over mountainous terrain without knowing his position. Poor flight planning, erroneous in-flight decisions and navigation errors on part of the flying crew caused the aircraft to be off-course at the time of the accident, resulting in a controlled flight into terrain."
1970-9-08,16:06:00,Trans International Airlines,McDonnell Douglas DC-8-63CF,"New York, New York",0,11,11,0,11,0,11,1970,08,9,"Rejected takeoff. Lost control and crashed. Loss of pitch control caused by the entrapment of a pointed, asphalt-covered object between the leading edge of the right elevator and the right horizontal spar web access door in the aft part of the stabilizer."
1970-9-26,10:56:00,Icelandair,Fokker F-27 Friendship 300,"Near Vagar, Faeroe Islands, Denmark",30,4,34,7,1,0,8,1970,26,9,"Crashed into the slope of Mt Knuku mountains on Mueggenaes Island at  an altitude of 1,500 ft., 2 miles off course, while descending, after holding for 20 minutes."
1970-9-30,,Air Vietnam (South Vietnam),Douglas DC-3-DST,"Near Da Nang, Vietnam",34,4,38,1,3,0,4,1970,30,9,Flew into high ground after being diverted to Da Nang in poor weather conditions.
1970-10-02,12:00:00,"Charter, Golden Eagle Aviation Inc.",Martin 404,"Mt. Trelease, near Silver Plume, Colorado",37,3,40,30,2,0,32,1970,02,10,"Two charter planes took off Wichita for a flight to Logan, Utah via Denver. The flight was uneventful to Denver.  The crew of N464M decided to fly a scenic route the rest of the way to Logan. The aircraft, which was overloaded by 5,165 lbs. , flew into a box canyon. Confronted with steeply rising terrain, the pilot made a sharp bank trying to turn around in the narrowing valley and stalled, crashing into a mountainous forested area on  Mt. Trelease. Numerous members and staff of the Wichita State Football team were killed. The pilot had only 123 total hours in a Martin 404, the copilot 30 hours. Intentional operation of the aircraft over a mountain valley route at an altitude from which the aircraft could neither climb over the obstructing terrain ahead, nor execute a successful course reversal. Other factors included overloaded conditions, lack of a flight planning and minimum qualifications of the crew."
1970-10-02,14:07:00,Military - U.S. Air Force,Lockheed C-130E,"Near Taipei, Taiwan",37,6,43,37,6,0,43,1970,02,10,The aircraft struck a mountain ridge 6 minutes after taking off from Taipei. Deviation off course while flying  IFR in zero visibility.
1970-10-04,15:10:00,Private,Aero Commander 500-B,"Mahaffey, Pennsylvania",1,1,2,1,1,0,2,1970,04,10,"The aircraft crashed into a mountainside 20 minutes after taking off. NASCAR driver Curtis Turner, 46, was killed along with pro-golfer Clarence King. Tuner, who was flying the plane, had a blood alcohol of 0.17. Alcoholic impairment of efficiency and judgment.  Evidence showed that Turner had a severe heart attack prior to the accident."
1970-10-06,,National Airways,Douglas DC-3,"Near Germiston, South Africa",9,2,11,2,1,0,3,1970,06,10,"Shortly after takeoff, the No. 1 engine failed.  After feathering the prop, the crew tried to return to the airport but the plane crashed 1.2 miles from the airport. The plane was carrying employees of the Anglo American Corporation."
1970-10-10,21:30:00,Saturn Airways,Lockheed L-100-20 Hercules,"Fort Dix, New Jersey",0,3,3,0,3,0,3,1970,10,10,"The crew of the cargo plane became disoriented and struck the ground 5,000 ft. short of the runway. Fog, low ceiling, spatial disorientation, improper IFR operation."
1970-10-28,,Aerocosta Colombia,Curtiss C-46D,"Pointe-à-Pitre, Guadeloupe",1,3,4,0,2,0,2,1970,28,10,The cargo plane crashed while attempting to make an emergency landing.
1970-11-14,19:36:00,Southern Airways,McDonnell Douglas DC-9-31,"Near Huntington, West Virginia",71,4,75,71,4,0,75,1970,14,11,"While on approach, the aircraft crashed one mile short of Runway 11 at Tri-State Airport in rain and fog. Thirty-six players and 5 coaches on the Marshall University football team were among those killed. Improper procedures executed by the crew. Descent below Minimum Descent Altitude during a nonprecision approach under adverse operating conditions, without visual contact with the runway environment. The reason for this descent was not able to be determined, although the two most likely explanations are ( a ) improper use of cockpit instrumentation data, or (b) an altimetry system error ."
1970-11-27,13:30:00,Military - U.S. Air Force,Fairchild C-123K,"Near Nha Trang, South Vietnam",73,6,79,73,6,0,79,1970,27,11,Crashed into high ground on a mountainside while on a flight from Saigon to Nha Trang Air Base. Cause unknown.
1970-11-27,17:05:00,Capitol Airlines,McDonnell Douglas DC-8-63CF,"Anchorage, Alaska",219,10,229,46,1,0,47,1970,27,11,"The military charter overran the runway during takeoff, hit the ILS localizer support structure and burst into flames. The lack of acceleration, undetected by the crew  until after V1 speed was reached caused by the main landing gear wheels remaining locked after power was applied for takeoff on the icy runway due to brake or hydraulic failure."
1970-11-29,14:30:00,Military - U.S. Air Force,Fairchild C-123K,"Near Cam Ranh, South Vietnam",39,5,44,37,5,0,42,1970,29,11,Crashed into the jungle 15 miles from it destination as the pilot prepared to land at Saigon in poor weather conditions.
1970-12-02,16:00:00,Cargolux,Canadair CL-44J,"Dhaka, Bangladesh",4,4,8,4,4,0,8,1970,02,12,"The hydraulic gust lock system on the cargo plane activated in flight, causing the controls to lock. The rudder was blocked in neutral position and the ailerons in a upper position. The hydraulic back pressure had built up because of a malfunctioning switch valve when hydraulics where armed on descent."
1970-12-05,06:43:00,Jamair,Douglas DC-3,"Delhi, India",12,4,16,2,3,0,5,1970,05,12,"The No. 2 engine failed on takeoff due to fuel starvation. The plane made a right turn, lost control and crashed."
1970-12-07,,Tarom,BAC One-Eleven  424EU,"Near Constanta, Romania",20,7,27,16,3,0,19,1970,07,12,"Crashed 4 kms short of the runway on approach in poor weather after being diverted to Bucurest. The visibility was limited due to fog and the crew continued the approach below the minimum descent altitude, in violation of the published procedures."
1970-12-28,14:42:00,Trans Caribbean Airways,Boeing B-727-2A7,"St. Thomas, Virgin Islands",48,7,55,2,0,0,2,1970,28,12,"The aircraft experienced a hard landing which caused it to bounce. The crew executed a second touchdown which caused the main landing gear to fail. The aircraft veered off the right side of the runway, passed through the airport perimeter fence, crossed a paved highway and hit an embankment. Captain's use of improper techniques in recovering from a high bounce generated by a poorly executed approach and touchdown."
1970-12-31,23:09:00,Pakistan International Airlines,Fokker F-27 Friendship 200,"Near Shemshernagar,  Pakistan",31,4,35,7,0,0,7,1970,31,12,The pilot declared an emergency and reported his position 65 nautical miles north of Algie. No trace of the aircraft nor the 31 occupants was found.
1970-12-31,,Rousseau Aviation,Nord 262E,"Off Algiers, Algeria",28,3,31,28,3,0,31,1970,31,12,Ditched in the ocean. Mayday received. No trace of the plane ever found.
1970-12-31,16:37:00,Aeroflot,Ilyushin IL-18B,"Leningrad, USSR",90,3,93,90,3,0,93,1970,31,12,"The plane crashed during takeoff on a flight to Erevan. Due to poor flight preparation and lack of coordination, the crew failed to follow the pre-takeoff checklist and failed to deploy the flaps prior to departure, according to the published procedures."
1971-1-02,03:25:00,United Arab Airlines,de Havilland Comet 4C,"Ben Gashir, Libya",8,8,16,8,8,0,16,1971,02,1,Crashed 7 kms from the runway in a sandstorm. Decision to land while visibility was below company minimums for that particular airport at night.
1971-1-09,16:20:00,American Airlines / Private,Boeing B-707-323 / Cessna 150,"Edison, New Jersey",14,7,21,0,2,0,2,1971,09,1,"Midair collision at 3,000 ft.  Failed to see and avoid other aircraft. The Boeing 707 landed safely. Two killed on the Cessna.  System permitted VFR operation in congested area in reduced visibility."
1971-1-18,15:49:00,Balkan Bulgarian Airlines,Ilyushin IL-18,"Zurich, Switzerland",39,8,47,38,7,0,45,1971,18,1,"The crew decided while on the ground at Paris not to stop at Zurich but later, while in flight, changed their minds when they received reports of improving weather. The plane crashed during the approach to Zurich after drifting to the right and below the glide path. The left wing tip and landing gear struck the ground first.The crew neglected several published procedures which led the aircraft to pass below the minimum descent altitude and the approach path."
1971-1-21,07:35:00,Fuerza Aérea del Peru,Curtiss-Wright C-46,"Near Pacae, Peru",30,5,35,30,5,0,35,1971,21,1,Crashed in the Andes mountains after experiencing engine trouble.
